ticket_id,booking_id,seat_number,coach_number,class_type,fare_amount
675,8984,S39-3,C4,AC,358.54
676,2976,S9-4,C9,Sleeper,421.71
677,2993,S48-5,C1,Sleeper,203.24
678,3514,S12-3,C5,General,294.71
679,365,S32-4,C10,General,369.89
680,5848,S30-4,C7,AC,190.34
681,9369,S23-5,C3,General,305.07
682,4200,S28-2,C2,Sleeper,443.1
683,4841,S22-6,C4,AC,254.11
684,9535,S46-6,C2,Sleeper,232.79
685,8345,S17-6,C8,General,356.32
686,1975,S36-2,C3,Sleeper,146.07
687,4368,S44-3,C10,AC,175.3
688,4950,S35-3,C9,AC,403.32
689,6473,S50-5,C5,AC,486.79
690,1317,S45-3,C3,Sleeper,333.19
691,7594,S9-5,C10,Sleeper,165.53
692,6217,S46-1,C8,Sleeper,148.74
693,9492,S6-3,C4,General,108.34
694,6607,S19-6,C7,Sleeper,473.82
695,2168,S14-6,C10,AC,195.16
696,6012,S48-6,C3,AC,375.98
697,1832,S14-4,C3,Sleeper,420.85
698,7678,S29-6,C4,Sleeper,474.71
699,7551,S36-1,C4,General,325.34
700,3504,S17-4,C9,AC,122.4
701,7846,S22-2,C10,Sleeper,417.53
702,1429,S49-6,C10,Sleeper,297.05
703,2592,S34-6,C10,Sleeper,279.54
704,3454,S47-3,C1,AC,156.3
705,8198,S20-5,C6,AC,54.91
706,604,S26-5,C2,AC,92.27
707,1420,S17-4,C3,AC,486.13
708,5467,S26-6,C7,Sleeper,82.13
709,6434,S11-6,C8,General,129.72
710,3770,S33-1,C5,AC,442.29
711,6710,S23-1,C5,General,321.14
712,5619,S14-6,C1,Sleeper,183.22
713,6307,S48-2,C4,General,167.72
714,5314,S19-3,C1,Sleeper,106.3
715,2332,S9-1,C10,General,409.9
716,8238,S20-5,C2,Sleeper,85.51
717,880,S23-5,C4,Sleeper,299.15
718,8527,S40-6,C4,Sleeper,498.74
719,2491,S42-2,C3,General,67.81
720,5059,S5-4,C7,AC,462.02
721,9702,S29-1,C7,General,140.59
722,8971,S11-5,C3,AC,368.37
723,7347,S19-1,C1,General,53.22
724,7879,S32-2,C6,General,433.55
725,9509,S43-4,C3,AC,349.58
726,9793,S23-5,C1,General,101.87
727,1487,S14-3,C6,Sleeper,73.31
728,2651,S22-2,C5,General,498.14
729,7073,S47-3,C7,AC,311.67
730,7619,S4-4,C8,General,197.72
731,7122,S20-3,C1,Sleeper,333.43
732,4389,S33-2,C3,Sleeper,83.32
733,4266,S22-6,C8,Sleeper,58.46
734,5686,S24-3,C4,Sleeper,95.37
735,9038,S21-3,C6,Sleeper,119.36
736,9762,S19-3,C1,AC,485.15
737,3417,S47-4,C1,AC,121.54
738,9184,S33-3,C10,General,139.69
739,9503,S10-6,C9,General,485.5
740,6658,S25-5,C10,General,56.54
741,511,S26-6,C6,General,131.01
742,5645,S19-3,C4,Sleeper,191.3
743,3463,S48-4,C2,AC,440.66
744,1567,S28-2,C8,Sleeper,257.23
745,2653,S32-3,C3,Sleeper,70.29
746,5727,S4-2,C10,AC,411.76
747,77,S29-5,C10,Sleeper,320.95
748,7256,S31-6,C9,General,430.16
749,773,S17-5,C6,General,95.13
750,5703,S50-5,C1,General,211.45
751,4346,S11-3,C9,AC,285.22
752,722,S20-1,C5,AC,485.52
753,4265,S1-6,C9,General,258.33
754,9444,S49-3,C2,AC,364.16
755,6564,S40-5,C3,Sleeper,316.19
756,3270,S30-6,C10,Sleeper,332.85
757,6521,S36-5,C5,General,56.21
758,7827,S26-6,C4,Sleeper,55.16
759,9533,S20-4,C10,Sleeper,187.15
760,5152,S42-5,C3,General,185.89
761,7656,S25-4,C8,AC,96.11
762,5508,S16-4,C5,AC,380.74
763,7222,S36-3,C7,Sleeper,357.74
764,1661,S25-3,C4,AC,80.63
765,1861,S7-4,C9,AC,314.44
766,6088,S9-3,C2,AC,102.95
767,8555,S32-3,C8,General,123.77
768,6665,S41-2,C5,General,382.83
769,2840,S21-1,C1,Sleeper,433.42
770,444,S11-6,C9,General,141.4
771,1921,S18-5,C2,AC,84.45
772,1390,S6-6,C3,Sleeper,412.98
773,7428,S20-4,C5,General,302.04
774,5134,S44-4,C10,AC,93.41
775,9635,S18-2,C4,General,75.42
776,1110,S12-3,C6,General,292.56
777,4304,S50-4,C1,General,485.82
778,8161,S3-5,C3,AC,282.83
779,5948,S29-3,C4,AC,362.26
780,2681,S22-3,C3,General,189.32
781,7567,S4-2,C7,General,445.07
782,5217,S43-3,C7,AC,246.37
783,2157,S1-4,C3,General,256.6
784,2156,S49-2,C2,General,469.42
785,7171,S2-5,C7,General,158.37
786,4958,S49-6,C5,AC,153.76
787,7201,S24-1,C9,Sleeper,306.31
788,334,S45-2,C9,General,498.79
789,6380,S45-5,C9,Sleeper,480.37
790,9128,S20-3,C1,Sleeper,252.83
791,3280,S27-6,C3,General,220.34
792,4521,S40-3,C2,General,443.92
793,4806,S30-5,C1,AC,178.86
794,5346,S6-3,C4,AC,334.84
795,2732,S26-6,C1,AC,59.48
796,8846,S50-2,C4,General,282.91
797,187,S44-1,C1,General,336.42
798,9734,S31-5,C1,AC,337.04
799,9049,S9-6,C5,AC,191.33
800,5137,S13-1,C10,Sleeper,117.16
801,2786,S8-2,C9,General,96.57
802,343,S14-3,C9,Sleeper,398.11
803,2860,S46-2,C4,Sleeper,272.7
804,3695,S20-3,C3,AC,82.13
805,6422,S4-5,C4,General,286.27
806,1335,S17-5,C10,General,317.69
807,8880,S43-2,C3,Sleeper,358.59
808,3139,S9-2,C9,General,185.49
809,6475,S8-5,C10,General,250.12
810,744,S33-6,C2,General,230.01
811,2404,S8-2,C4,AC,471.55
812,5211,S46-6,C3,Sleeper,400.61
813,5649,S43-3,C5,AC,250.97
814,2529,S31-1,C1,AC,495.74
815,8068,S17-3,C3,Sleeper,345.93
816,7413,S13-1,C4,AC,163.88
817,5976,S42-1,C9,Sleeper,402.48
818,7176,S18-2,C3,General,72.68
819,856,S26-6,C1,General,401.82
820,4040,S1-6,C8,AC,159.42
821,7123,S48-6,C7,AC,392.2
822,8319,S23-5,C9,AC,457.17
823,1534,S47-6,C6,AC,428.22
824,3708,S15-3,C4,General,145.34
825,9664,S3-2,C4,General,375.52
826,9702,S19-6,C1,AC,246.57
827,4743,S44-4,C7,Sleeper,478.38
828,2766,S30-6,C9,Sleeper,119.03
829,720,S30-5,C7,Sleeper,175.94
830,590,S37-5,C6,Sleeper,121.95
831,2177,S49-4,C6,AC,102.13
832,7371,S46-2,C8,Sleeper,74.47
833,7798,S47-6,C1,Sleeper,100.55
834,5263,S41-3,C6,General,226.15
835,7531,S19-4,C4,AC,100.35
836,6859,S30-6,C5,AC,167.19
837,9910,S39-5,C10,Sleeper,403.47
838,8044,S8-6,C7,AC,332.55
839,8510,S48-6,C9,Sleeper,155.77
840,2715,S19-5,C3,Sleeper,353.53
841,32,S1-5,C4,Sleeper,186.19
842,8740,S31-1,C6,General,190.84
843,300,S13-5,C4,Sleeper,399.78
844,3766,S33-1,C4,AC,171.26
845,1728,S16-4,C4,Sleeper,117.95
846,9359,S24-6,C1,AC,297.87
847,8436,S41-6,C9,Sleeper,397.02
848,8866,S32-6,C6,General,431.49
849,9275,S30-2,C3,General,129.84
850,9557,S9-4,C9,Sleeper,329.87
851,2348,S34-2,C10,General,228.25
852,9470,S7-6,C1,AC,130.33
853,4530,S28-4,C9,AC,459.79
854,661,S50-2,C9,Sleeper,433.22
855,9484,S5-5,C5,General,226.82
856,641,S30-6,C7,General,325.55
857,8812,S48-4,C5,AC,421.42
858,9611,S5-1,C9,AC,86.84
859,1734,S22-3,C3,AC,400.19
860,2872,S21-3,C8,Sleeper,56.63
861,1679,S33-6,C1,General,272.45
862,5529,S33-3,C3,Sleeper,57.43
863,2644,S42-6,C8,Sleeper,268.16
864,6101,S11-1,C6,Sleeper,269.22
865,2412,S16-1,C2,General,169.88
866,4706,S5-6,C7,AC,481.17
867,3832,S35-2,C7,AC,247.61
868,5987,S38-4,C3,AC,248.34
869,1796,S42-5,C9,General,173.8
870,436,S23-2,C5,AC,463.34
871,5430,S41-4,C5,Sleeper,326.19
872,8819,S15-3,C9,AC,401.58
873,9757,S33-4,C2,AC,362.77
874,6563,S11-5,C3,General,92.01
875,8152,S31-2,C7,Sleeper,196.54
876,9782,S1-5,C2,Sleeper,401.94
877,383,S3-4,C8,General,156.41
878,1916,S34-2,C7,Sleeper,264.47
879,4099,S5-5,C9,AC,355.49
880,781,S14-2,C3,AC,75.45
881,8442,S6-5,C4,Sleeper,331.24
882,2460,S11-4,C5,General,180.99
883,6049,S17-6,C6,General,485.64
884,4640,S31-2,C8,General,461.14
885,9826,S12-3,C5,AC,417.4
886,7532,S5-4,C5,Sleeper,233.62
887,6422,S36-4,C8,General,396.82
888,4274,S9-1,C7,Sleeper,148.41
889,7030,S39-5,C3,Sleeper,253.69
890,1400,S36-2,C6,General,322.28
891,3348,S2-5,C8,General,436.8
892,8090,S37-1,C10,Sleeper,129.55
893,1257,S12-1,C3,AC,147.77
894,9100,S8-3,C7,AC,83.73
895,2835,S25-2,C3,General,196.08
896,1674,S39-2,C4,AC,238.68
897,8315,S19-3,C4,AC,352.6
898,8866,S12-5,C5,Sleeper,375.77
899,1628,S11-3,C3,Sleeper,69.41
900,4024,S12-1,C10,Sleeper,293.38
901,8198,S49-6,C2,Sleeper,181.23
902,6510,S43-4,C7,General,259.92
903,3379,S2-2,C2,AC,126.27
904,4367,S4-5,C10,Sleeper,444.0
905,7792,S23-1,C4,AC,237.14
906,8767,S17-5,C2,AC,381.55
907,1667,S46-5,C7,AC,303.51
908,1633,S36-3,C6,Sleeper,330.64
909,47,S33-6,C5,General,387.19
910,5739,S16-5,C6,Sleeper,457.97
911,4299,S3-3,C7,General,180.51
912,5686,S41-5,C4,General,163.48
913,1626,S4-4,C6,Sleeper,296.96
914,9968,S40-4,C3,Sleeper,438.68
915,5566,S31-6,C6,Sleeper,107.94
916,2863,S22-5,C4,General,415.29
917,2565,S49-2,C8,Sleeper,217.77
918,4677,S44-5,C6,AC,331.34
919,4052,S44-1,C8,General,192.74
920,2172,S22-3,C7,AC,485.05
921,2434,S16-5,C7,AC,350.14
922,8523,S13-5,C1,AC,193.7
923,1319,S27-2,C9,Sleeper,230.3
924,2966,S26-4,C10,AC,55.86
925,9476,S3-4,C4,AC,374.11
926,2783,S40-6,C2,AC,225.58
927,8730,S1-2,C7,Sleeper,178.57
928,5831,S20-3,C1,General,373.02
929,9751,S6-5,C6,AC,199.79
930,5324,S48-5,C5,General,185.34
931,4445,S37-2,C3,General,150.76
932,5375,S46-4,C1,General,110.19
933,9722,S15-3,C2,Sleeper,348.43
934,4917,S33-6,C7,Sleeper,236.99
935,3976,S35-6,C1,AC,292.5
936,6418,S3-4,C1,General,475.54
937,4307,S15-3,C2,AC,218.56
938,3137,S6-4,C3,AC,468.17
939,1073,S3-5,C5,AC,228.67
940,1252,S49-3,C8,General,316.25
941,6506,S7-2,C7,AC,72.56
942,8773,S46-5,C10,AC,212.07
943,5489,S33-3,C4,AC,315.7
944,7814,S35-5,C2,AC,370.1
945,8438,S41-1,C10,AC,198.51
946,1719,S37-5,C9,General,250.42
947,4961,S46-4,C4,Sleeper,87.57
948,7416,S33-3,C5,AC,257.62
949,7816,S44-4,C1,AC,67.85
950,5602,S48-3,C9,General,278.38
951,3127,S20-5,C6,AC,177.61
952,3796,S11-4,C6,AC,87.04
953,1163,S47-3,C7,AC,117.65
954,7438,S4-1,C6,AC,122.84
955,6570,S49-5,C10,General,86.57
956,932,S24-2,C8,General,117.26
957,739,S36-3,C5,AC,157.17
958,1671,S28-6,C5,General,466.8
959,641,S26-6,C7,General,189.08
960,3293,S11-2,C8,AC,198.03
961,8827,S14-5,C9,Sleeper,376.56
962,3685,S15-6,C2,AC,311.65
963,2535,S23-3,C9,AC,468.97
964,2697,S33-6,C3,General,53.59
965,6453,S28-4,C6,Sleeper,166.41
966,7348,S45-1,C1,General,59.57
967,2485,S35-1,C1,Sleeper,58.81
968,2750,S48-4,C7,AC,432.09
969,7644,S36-1,C9,General,280.15
970,6653,S17-3,C10,General,311.16
971,1139,S26-2,C8,General,268.82
972,6783,S23-1,C3,General,324.01
973,4834,S49-2,C6,Sleeper,391.09
974,2526,S9-5,C2,AC,480.49
975,6037,S13-4,C6,General,491.09
976,2561,S31-1,C10,AC,438.94
977,6462,S8-4,C3,AC,111.33
978,3112,S14-5,C1,Sleeper,419.08
979,794,S49-4,C1,Sleeper,247.34
980,4812,S20-4,C1,General,149.47
981,9161,S25-3,C10,Sleeper,269.32
982,5300,S1-4,C9,Sleeper,92.82
983,2164,S14-2,C2,AC,434.2
984,3708,S18-5,C8,AC,127.88
985,8029,S19-1,C1,General,149.58
986,5709,S7-3,C2,AC,176.09
987,6691,S45-4,C9,General,309.96
988,3064,S13-5,C8,General,442.58
989,3157,S42-2,C8,General,226.91
990,2611,S34-3,C10,AC,146.95
991,5896,S24-3,C1,Sleeper,113.52
992,9835,S43-5,C2,AC,465.98
993,9701,S46-5,C6,Sleeper,194.71
994,5520,S37-3,C4,Sleeper,87.79
995,9378,S25-3,C5,General,378.67
996,952,S22-5,C5,AC,212.37
997,9625,S37-1,C5,AC,116.52
998,1153,S1-2,C1,General,392.54
999,8264,S35-6,C8,Sleeper,334.21
1000,1194,S16-6,C7,Sleeper,431.45
1001,2154,S5-2,C2,Sleeper,65.25
1002,6673,S35-4,C10,AC,209.15
1003,1325,S3-1,C9,AC,298.05
1004,5140,S20-2,C6,General,473.75
1005,7102,S46-5,C7,Sleeper,132.27
1006,904,S48-6,C6,AC,177.45
1007,1551,S30-1,C1,AC,483.54
1008,6272,S32-2,C10,General,114.6
1009,3548,S45-6,C7,General,425.95
1010,7629,S1-4,C5,General,282.36
1011,8069,S10-6,C4,AC,391.43
1012,3079,S36-6,C10,General,448.86
1013,5469,S6-4,C6,General,112.44
1014,4984,S30-4,C1,Sleeper,187.78
1015,3202,S45-1,C8,AC,108.39
1016,4075,S11-3,C6,Sleeper,295.77
1017,7538,S47-3,C4,General,155.4
1018,6467,S49-2,C3,AC,76.27
1019,3412,S20-5,C4,AC,156.04
1020,2244,S15-1,C2,AC,453.1
1021,6732,S17-4,C8,AC,467.35
1022,490,S16-5,C1,General,490.03
1023,4836,S6-5,C6,General,124.45
1024,3475,S38-4,C2,Sleeper,416.33
1025,1982,S45-1,C5,AC,147.37
1026,588,S24-1,C10,General,74.03
1027,9518,S38-2,C5,Sleeper,348.62
1028,6700,S45-1,C1,General,288.06
1029,7877,S26-5,C5,General,287.03
1030,6121,S21-5,C5,Sleeper,123.24
1031,3033,S30-4,C7,General,208.25
1032,5498,S24-6,C7,AC,190.27
1033,2320,S38-2,C8,AC,203.57
1034,1417,S39-2,C3,AC,108.72
1035,6682,S29-3,C10,AC,111.93
1036,3065,S49-2,C2,AC,223.42
1037,5822,S12-2,C9,Sleeper,488.98
1038,9980,S36-4,C2,General,179.49
1039,357,S47-6,C4,General,193.15
1040,8172,S29-5,C4,Sleeper,129.57
1041,832,S19-5,C4,General,222.46
1042,3493,S25-2,C4,Sleeper,463.94
1043,5537,S41-3,C4,Sleeper,379.1
1044,3279,S41-3,C8,AC,342.58
1045,3567,S4-6,C7,AC,489.42
1046,5834,S33-2,C8,AC,496.07
1047,4916,S41-4,C10,General,494.45
1048,5658,S44-6,C9,General,270.2
1049,468,S41-2,C8,General,467.07
1050,8643,S7-3,C5,General,438.87
1051,9285,S34-6,C4,AC,289.46
1052,6715,S8-5,C1,AC,190.96
1053,5192,S26-1,C2,General,206.21
1054,5785,S24-1,C1,AC,468.88
1055,9752,S41-5,C2,General,284.54
1056,9926,S25-1,C2,AC,299.66
1057,9965,S2-1,C8,Sleeper,380.29
1058,7183,S9-5,C8,Sleeper,420.64
1059,3050,S27-5,C4,General,102.59
1060,6652,S11-6,C5,Sleeper,77.12
1061,796,S24-6,C2,Sleeper,231.7
1062,7889,S27-5,C1,AC,169.55
1063,5468,S49-2,C7,General,404.26
1064,1101,S39-3,C8,Sleeper,311.89
1065,21,S45-2,C4,Sleeper,273.47
1066,1727,S3-6,C8,Sleeper,106.7
1067,7401,S24-5,C3,Sleeper,472.25
1068,3934,S3-2,C5,General,325.92
1069,1007,S21-4,C5,Sleeper,497.29
1070,1338,S29-2,C2,General,75.84
1071,4585,S26-2,C2,Sleeper,286.26
1072,6329,S49-6,C8,Sleeper,343.38
1073,9280,S35-4,C9,Sleeper,207.42
1074,5235,S20-3,C6,General,135.3
1075,8966,S7-2,C2,Sleeper,211.56
1076,7263,S1-5,C10,AC,136.89
1077,1693,S16-3,C1,AC,175.23
1078,104,S29-4,C5,AC,99.31
1079,9119,S44-4,C3,General,314.29
1080,3144,S27-5,C2,Sleeper,89.67
1081,5457,S15-5,C5,General,342.53
1082,7677,S9-1,C8,General,432.6
1083,5681,S43-5,C5,AC,291.06
1084,888,S12-2,C3,AC,373.9
1085,6208,S44-1,C3,Sleeper,299.3
1086,891,S28-4,C8,Sleeper,201.09
1087,7352,S38-2,C5,AC,456.02
1088,5749,S8-6,C10,Sleeper,232.51
1089,8009,S20-6,C3,Sleeper,379.66
1090,128,S49-5,C4,Sleeper,237.15
1091,4534,S19-2,C8,Sleeper,58.73
1092,8501,S17-2,C6,AC,443.92
1093,5667,S18-2,C4,AC,492.56
1094,5532,S14-6,C5,General,433.95
1095,2058,S20-5,C7,General,328.41
1096,8351,S42-6,C4,Sleeper,122.59
1097,5448,S50-2,C6,Sleeper,132.91
1098,2982,S29-4,C5,General,227.99
1099,9489,S1-2,C4,General,164.66
1100,1814,S15-4,C1,AC,287.54
1101,8096,S44-6,C8,General,200.74
1102,2665,S12-1,C3,General,458.39
1103,550,S47-3,C1,General,117.64
1104,4608,S9-1,C4,Sleeper,355.05
1105,8930,S31-6,C4,General,185.77
1106,3444,S23-1,C1,Sleeper,93.64
1107,6740,S16-5,C4,AC,219.91
1108,9271,S18-6,C4,AC,442.14
1109,8320,S25-6,C10,AC,327.35
1110,9925,S37-4,C9,General,443.79
1111,1872,S15-6,C5,AC,410.59
1112,5256,S16-6,C3,General,225.44
1113,8149,S13-4,C6,General,190.23
1114,2559,S35-2,C2,General,341.29
1115,8608,S43-4,C2,AC,477.63
1116,6555,S15-2,C5,Sleeper,406.83
1117,569,S39-1,C2,AC,166.82
1118,1842,S25-5,C3,AC,322.52
1119,7609,S30-1,C6,General,493.88
1120,9403,S8-1,C5,Sleeper,474.62
1121,7023,S24-6,C5,AC,228.53
1122,1567,S12-4,C8,General,338.23
1123,4482,S39-1,C8,AC,411.53
1124,5709,S7-2,C9,Sleeper,167.32
1125,5992,S27-2,C10,Sleeper,149.46
1126,9841,S21-4,C6,Sleeper,200.6
1127,8715,S10-2,C4,Sleeper,317.27
1128,4905,S32-4,C1,AC,305.41
1129,7332,S27-6,C6,General,393.25
1130,1373,S11-3,C10,General,357.53
1131,3771,S50-3,C5,Sleeper,190.52
1132,7959,S38-4,C10,General,382.25
1133,3354,S33-5,C3,AC,352.51
1134,1654,S19-6,C10,Sleeper,466.59
1135,3494,S49-3,C3,General,71.46
1136,3682,S6-6,C2,General,225.85
1137,8433,S27-4,C5,AC,400.39
1138,7341,S34-4,C9,AC,139.73
1139,54,S30-1,C9,Sleeper,489.05
1140,6618,S40-3,C5,Sleeper,348.42
1141,2345,S26-5,C8,General,86.95
1142,7651,S44-1,C2,AC,152.73
1143,9364,S36-6,C8,AC,478.56
1144,344,S23-3,C2,General,79.06
1145,9598,S38-3,C10,General,334.8
1146,1989,S8-4,C5,Sleeper,225.71
1147,5104,S9-2,C8,AC,62.8
1148,5864,S6-2,C3,General,355.86
1149,8216,S37-6,C4,General,257.09
1150,9169,S8-1,C4,AC,253.8
1151,4524,S15-1,C9,General,491.42
1152,607,S2-3,C10,Sleeper,164.85
1153,599,S49-1,C3,General,332.01
1154,4253,S43-6,C10,General,376.75
1155,7497,S12-4,C4,Sleeper,343.55
1156,862,S33-1,C1,General,245.67
1157,7248,S4-3,C3,General,310.17
1158,7356,S39-1,C4,AC,175.41
1159,755,S25-3,C3,General,343.91
1160,2601,S15-3,C10,General,175.96
1161,8730,S33-4,C7,General,348.27
1162,8811,S46-4,C5,General,362.28
1163,4628,S5-2,C2,Sleeper,157.04
1164,9331,S25-1,C6,General,452.75
1165,3347,S49-4,C1,General,226.34
1166,7600,S10-2,C6,Sleeper,226.11
1167,3437,S25-1,C2,Sleeper,430.75
1168,8492,S35-4,C1,General,194.15
1169,1682,S28-2,C10,General,176.08
1170,6124,S20-5,C8,Sleeper,382.31
1171,864,S37-4,C5,AC,103.04
1172,6150,S37-5,C5,General,160.17
1173,8398,S41-3,C7,General,69.86
1174,7121,S28-5,C6,General,463.1
1175,6778,S30-4,C9,General,199.82
1176,2247,S20-5,C8,AC,409.49
1177,3428,S3-2,C7,Sleeper,443.53
1178,9350,S37-2,C3,AC,379.19
1179,4062,S35-6,C7,Sleeper,334.57
1180,7183,S42-3,C3,General,135.17
1181,6439,S35-2,C8,General,286.02
1182,3582,S29-1,C8,Sleeper,297.43
1183,5275,S35-5,C1,AC,178.2
1184,6607,S8-6,C3,Sleeper,163.1
1185,6780,S22-3,C6,AC,192.88
1186,6388,S15-6,C7,General,389.01
1187,6402,S13-6,C9,General,389.91
1188,3422,S40-2,C3,Sleeper,144.86
1189,953,S19-2,C2,Sleeper,153.91
1190,9740,S48-5,C9,Sleeper,456.68
1191,4952,S42-5,C8,General,472.16
1192,3522,S32-6,C1,Sleeper,128.49
1193,3292,S22-4,C10,General,147.98
1194,8099,S41-4,C6,General,53.08
1195,2929,S39-2,C10,General,329.45
1196,2536,S2-1,C4,Sleeper,249.77
1197,4683,S21-4,C5,General,53.17
1198,9050,S21-1,C8,General,183.52
1199,1283,S6-2,C10,Sleeper,292.35
1200,3217,S27-5,C7,General,190.47
1201,3925,S35-2,C7,General,150.92
1202,3909,S36-1,C1,General,358.34
1203,4092,S36-2,C4,AC,387.3
1204,3256,S45-4,C2,AC,373.74
1205,1024,S19-4,C7,Sleeper,322.62
1206,5977,S27-1,C6,General,98.46
1207,1823,S42-1,C1,AC,364.76
1208,9987,S39-3,C3,General,132.97
1209,3866,S5-6,C10,AC,384.47
1210,9494,S46-3,C9,General,144.66
1211,2412,S3-1,C1,General,301.79
1212,8485,S45-1,C1,AC,121.24
1213,2424,S47-2,C8,AC,498.44
1214,7206,S34-2,C1,Sleeper,331.2
1215,5063,S18-1,C1,General,475.93
1216,3334,S20-3,C5,Sleeper,202.68
1217,7959,S19-2,C5,General,391.13
1218,1510,S32-5,C6,General,168.32
1219,8183,S3-2,C4,General,108.77
1220,3110,S6-1,C10,Sleeper,218.38
1221,1123,S39-1,C1,AC,338.56
1222,9712,S29-5,C3,Sleeper,486.22
1223,1487,S2-6,C3,AC,114.95
1224,755,S21-5,C7,Sleeper,97.87
1225,6170,S49-2,C7,General,182.04
1226,1086,S36-4,C8,AC,425.27
1227,8848,S40-4,C2,General,261.06
1228,7007,S41-5,C8,General,134.14
1229,6833,S9-6,C1,AC,126.56
1230,9613,S32-3,C9,General,89.65
1231,1532,S45-3,C2,Sleeper,375.08
1232,8637,S47-2,C6,General,335.96
1233,3467,S4-4,C6,Sleeper,102.11
1234,6776,S36-2,C6,Sleeper,193.99
1235,2491,S33-5,C1,Sleeper,189.5
1236,6825,S2-3,C5,AC,303.76
1237,6118,S3-5,C5,General,339.6
1238,5476,S43-1,C8,General,462.43
1239,4248,S9-1,C5,AC,144.81
1240,359,S34-4,C9,General,419.85
1241,5431,S9-4,C4,Sleeper,124.43
1242,8556,S17-3,C2,Sleeper,153.83
1243,3147,S21-5,C1,Sleeper,357.5
1244,1211,S4-2,C8,General,264.47
1245,461,S10-2,C4,AC,294.22
1246,3250,S22-1,C7,Sleeper,260.8
1247,1355,S48-3,C8,Sleeper,452.25
1248,8697,S13-2,C9,AC,433.8
1249,4324,S7-4,C2,AC,151.14
1250,4582,S15-6,C5,General,459.49
1251,8242,S37-2,C5,AC,348.94
1252,7416,S47-3,C7,General,182.79
1253,3812,S13-2,C1,AC,417.49
1254,3556,S3-6,C6,General,399.85
1255,8207,S8-3,C9,AC,156.29
1256,53,S28-2,C10,Sleeper,212.3
1257,8772,S43-1,C10,General,174.2
1258,1033,S37-6,C5,Sleeper,249.45
1259,3209,S16-2,C2,Sleeper,416.45
1260,3354,S45-5,C7,General,436.95
1261,5782,S22-4,C9,AC,440.41
1262,972,S11-2,C1,General,289.12
1263,6132,S13-5,C5,AC,479.13
1264,9447,S45-2,C8,General,216.31
1265,3480,S12-6,C5,AC,196.38
1266,8949,S13-6,C6,General,94.74
1267,7124,S8-6,C3,Sleeper,101.45
1268,4348,S3-6,C8,General,457.06
1269,3700,S18-1,C1,AC,419.75
1270,1237,S44-6,C7,General,76.96
1271,511,S36-6,C4,Sleeper,434.5
1272,7231,S16-3,C10,General,304.19
1273,3325,S12-1,C6,AC,149.7
1274,3950,S40-4,C6,Sleeper,95.78
1275,5364,S9-5,C7,Sleeper,408.13
1276,2598,S17-1,C1,Sleeper,110.63
1277,9403,S13-4,C6,General,87.63
1278,3736,S22-1,C1,Sleeper,115.42
1279,7749,S48-3,C1,General,288.73
1280,8045,S24-6,C8,General,282.56
1281,4280,S9-2,C6,Sleeper,332.72
1282,624,S46-2,C7,AC,131.56
1283,4942,S38-2,C9,General,279.74
1284,1191,S25-6,C4,General,175.3
1285,4677,S32-4,C10,Sleeper,268.21
1286,6817,S40-6,C4,General,352.28
1287,2470,S1-3,C6,Sleeper,426.1
1288,6011,S48-6,C8,Sleeper,405.63
1289,5817,S46-2,C4,Sleeper,180.25
1290,4099,S40-3,C9,Sleeper,212.75
1291,9292,S36-5,C3,General,225.12
1292,7708,S19-3,C4,Sleeper,352.86
1293,3380,S8-3,C1,Sleeper,324.2
1294,3725,S2-1,C9,Sleeper,405.93
1295,122,S15-5,C2,Sleeper,102.27
1296,4910,S1-4,C6,AC,488.45
1297,7671,S35-4,C3,Sleeper,433.34
1298,3522,S17-5,C5,General,381.3
1299,4718,S15-1,C6,Sleeper,185.52
1300,4273,S49-6,C8,AC,451.62
1301,345,S33-2,C4,General,115.47
1302,8738,S36-1,C7,Sleeper,154.85
1303,7491,S42-1,C10,AC,357.86
1304,8772,S50-1,C8,Sleeper,406.06
1305,2352,S32-1,C5,AC,150.47
1306,5624,S19-2,C9,AC,245.66
1307,8516,S27-2,C9,AC,129.75
1308,3429,S11-2,C9,Sleeper,393.94
1309,2078,S31-1,C5,General,167.71
1310,2304,S31-6,C5,Sleeper,121.99
1311,5777,S22-5,C6,General,131.25
1312,6009,S36-1,C3,Sleeper,374.52
1313,4061,S8-1,C9,Sleeper,276.97
1314,4578,S47-5,C1,AC,385.83
1315,1523,S17-2,C9,General,369.68
1316,7762,S15-4,C5,General,70.76
1317,9392,S17-6,C5,AC,496.58
1318,8752,S42-1,C4,Sleeper,183.29
1319,626,S27-2,C2,General,178.26
1320,6703,S7-2,C4,AC,167.28
1321,3099,S47-2,C8,Sleeper,125.95
1322,5270,S21-3,C7,Sleeper,180.86
1323,9002,S8-3,C2,General,209.07
1324,7446,S43-1,C9,Sleeper,386.22
1325,4125,S37-2,C3,General,340.5
1326,3089,S40-4,C7,AC,111.48
1327,5992,S45-1,C5,Sleeper,317.04
1328,8397,S49-2,C8,AC,192.7
1329,7416,S18-3,C7,AC,435.45
1330,9528,S42-5,C3,AC,58.01
1331,7036,S13-2,C8,General,409.09
1332,6808,S19-2,C6,Sleeper,272.95
1333,2962,S7-3,C7,Sleeper,73.87
1334,984,S42-1,C10,AC,288.7
1335,340,S17-2,C9,AC,147.63
1336,3928,S5-1,C3,AC,211.54
1337,5240,S32-3,C8,AC,357.34
1338,9883,S13-4,C7,AC,152.53
